unlimited,year,ISO_DateTime_UTC,ISO_DateTime_local,month,day,hour,Date,decimal_year,Longitude,Latitude,Cruise_number,Cruise_Leg,Station,Cast_number,Biogeochemical_Cruise_ID,Core_CARIACO_ID,Notes,Comments,Depth,Corrected_Depth,Winkler_O2_avg,Winkler_O2_flags,NO3,NO2,NH4,PO4,H2S,H2S_comment,CH4,CH4_comment,Acetate,Propionate,Incorporation_Acetate_Uptake_rate_constant,Respiration_Acetate_Uptake_rate_constant,Total_Acetate_uptake_rate_constant,Sulfite,SD_Sulfite,Thiosulfate,SD_Thiosulfate,Particulate_Elemental_sulfur,SD_Particulate_Elemental_sulfur,Particulate_element_sulfur_flags,Total_zero_valent_sulfur,SD_Total_zero_valent_sulfur,Total_zero_valent_Sulfur_flags,Total_Prokaryote_Cell_Density,SD_Total_Prokaryotes,Total_Prokaryote_Biomass_Estimates,SD_Prokaryote_Biomass_Estimates,Cyanobacteria,SD_Cyanobacteria,Methanogens,SD_Methanogens,Flagellated_Protists,SD_Flagellated_Protists,Ciliated_Protists,SD_Ciliated_Protists,Viral_Like_Particles_VLP,SD_Viral_Like_Particles_VLP,Heterotrophic_Bacterial_Production,SD_Heterotrophic_Bacterial_Production,Dark_carbon_fixation_rate,SD_Dark_carbon_fixation_rate,dissolved_Mn,SD_dissolved_Mn,dissolved_Fe,SD_dissolved_Fe
529,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,230,231.0,1.5622941542221511,,4.782598795282767,0.012029641514851329,0.5777100104913246,1.7173684004926513,,n.f.,0.01,a,,,,,,2.89,0.33,2.4,0.82,0.01,0.0,a,,,n.f.,312273691.2192868,143042059.42006418,10.747531518339713,4.923082172125077,,,,,124433.18078346927,6654.953150830187,,,,,0.21,0.05,0.0,0.01,,,,
530,2006,2006-05-19 23:38:00,2006-05-19 19:38:00,5,19,,b'2006-05-19',2006.3825,-64.668,10.495999999999999,122,2,CAR,2,CAR-122-A,93HG_122-A,Cast 2:  19 May 2006; 1938 in water; 2009 on deck,nan,245,246.0,0.7344586206619222,,0.09669302205057724,0.0,0.650079140648393,2.869345613741673,,n.f.,0.22,n.f.,,,,,,2.8,1.1,2.46,0.72,0.05,0.04,a,,,n.f.,580436973.1407819,144521560.8051918,19.976913965703183,4.97400220866738,,,,,325526.0890138973,18220.57290043657,,,,,0.4,0.04,0.27,0.07,,,,
531,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,320,321.0,,,0.06878215629055479,0.0,4.019834225595947,2.797535275313859,5.44,n.f.,1.16,n.f.,,,,,,0.57,0.16,0.25,0.06,0.04,0.02,a,,,n.f.,440403927.7509672,146847033.641976,15.696836532257668,5.233908548673197,,,,,283307.68839093443,9410.259296749862,,,,,0.02,0.02,0.0,0.0,,,,
532,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,350,351.0,,,0.06007451857994146,0.0,5.441656649660014,2.8839387494617674,8.27,c,1.81,n.f.,,,,,,0.54,0.0,0.44,0.0,0.02,0.01,a,,,n.f.,364085918.01351815,126435433.77358466,12.976717005999985,4.506400172142176,,,,,255532.4248231958,14665.33916376602,,,,,0.02,0.0,0.05,0.04,,,,
533,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,400,403.0,,,0.0645977664540127,0.0,8.234353473627129,3.0066180872350925,14.3,n.f.,3.03,n.f.,,,,,,1.0,0.06,0.82,0.13,0.01,0.0,a,,,n.f.,263962290.55980065,155270335.9242067,9.408119829349989,5.534131118578918,,,,,222202.10854190934,8788.093392832516,,,,,0.01,0.0,0.06,0.05,,,,
534,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,500,499.0,,,0.07641457798681199,0.0,13.751393740323104,3.2477537399337537,25.55,n.f.,5.64,n.f.,,,,,,0.81,0.0,0.98,0.0,0.02,0.01,a,,,n.f.,249258820.79387012,127242939.22527571,11.98593807837688,6.118644008695132,,,,,193315.8344314612,104212.7889061555,,,,,0.02,0.0,0.08,0.02,,,,
535,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,900,901.0,,,0.0738499580384999,0.0,22.65674307580627,3.7075518863806165,42.79,n.f.,12.59,n.f.,,,,,,1.26,0.0,2.28,0.0,0.01,0.0,a,,,n.f.,471911362.9636754,128291238.96907662,22.69247827198319,6.169052879991071,,,,,255532.4248231958,11998.913861263109,,,,,0.01,0.0,0.13,0.16,,,,
536,2006,2006-05-20 03:05:00,2006-05-19 23:05:00,5,19,,b'2006-05-19',2006.3825,-64.67,10.499,122,2,CAR,3,CAR-122-A,93HG_122-A,Cast 3:  19 May 2006; 2305 in water; 0029 on deck,nan,1300,1301.0,,,0.08565240310711651,0.0,22.59389610431072,3.7049794354588608,58.76,n.f.,17.48,n.f.,,,,,,,,,,0.01,0.01,a,,,n.f.,289168238.72996724,87959656.20835161,13.905034905532727,4.229655702256888,,,,,247755.35102422893,13443.227566785516,,,,,0.02,0.0,0.07,0.06,,,,
537,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,260,261.0,,,0.0829635107270807,0.0,3.9449171015975537,2.6763511960792585,6.62,n.f.,0.7,n.f.,,,,,,0.86,0.36,0.37,0.3,0.6,0.02,n.f.,,,n.f.,457890754.6210863,208644424.82300523,16.320100416959818,7.436485515782155,,,,,402698.7918129495,24781.464111566118,,,,,0.76,0.16,0.91,0.35,,,,
538,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,275,273.0,,,0.06651962767282174,0.0,4.34154566921473,2.7210993384587425,7.47,n.f.,0.81,n.f.,,,,,,0.93,0.24,0.47,0.15,0.57,0.0,n.f.,,,n.f.,250013970.31458092,158889880.5313971,8.910975074290945,5.663138596578546,,,,,386104.0613810972,23343.254140805588,,,,,0.59,0.08,0.59,0.23,,,,
539,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,290,291.0,,,0.07149523661640954,0.0,4.6429804005050315,2.75181909410116,7.07,n.f.,0.99,n.f.,,,,,,1.67,1.23,1.25,0.9,0.18,0.05,n.f.,,,n.f.,270380276.8851507,168619271.44066018,9.636869111241609,6.009912657929548,,,,,414868.2607963079,19249.887300948685,,,,,0.47,0.11,0.21,0.01,,,,
540,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,300,301.0,,,0.09715307062372043,0.0,5.1589777267635215,2.791335649660796,9.11,n.f.,1.25,c,,,,,,0.78,0.04,0.29,0.0,0.18,0.16,n.f.,,,n.f.,405921558.54446,146941703.99141896,14.4678190812926,5.237282780613514,,,,,411549.31470993743,2378.5780285654982,,,,,0.45,0.05,1.9,1.66,,,,
541,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,325,328.0,,,0.08708316469936207,0.0,6.064001734891483,2.884937953317087,11.09,c,2.23,n.f.,,,,,,1.2,0.48,0.8,0.32,0.02,0.01,a,,,n.f.,323754045.82871294,133813409.24376142,11.53921210462957,4.769365299373873,,,,,434781.9373145306,25113.35872020317,,,,,0.06,0.01,1.88,2.01,,,,
542,2006,2006-05-20 10:53:00,2006-05-20 06:53:00,5,20,,b'2006-05-20',2006.3852,-64.76899999999999,10.668,122,2,B,1,CAR-122-B,93HG_122-B,Cast 1: 20 May 2006; 0653 in water; 0741 on deck,nan,640,638.0,,,0.14833507619512812,0.0,19.854994201874664,3.5695319853637244,38.46,n.f.,9.27,n.f.,,,,,,,,,,,,n.f.,,,n.f.,292853442.75612426,155893352.04410043,14.082242785771518,7.4963367734793795,,,,,324150.40110218193,18807.36115609929,,,,,0.0,0.0,0.23,0.04,,,,
543,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,40,41.0,,,0.0,0.008229349418700236,0.14825498287794225,0.0,,n.f.,0.02,n.f.,,,,,,0.74,0.15,0.09,0.05,,,n.f.,,,n.f.,518989674.3327957,126943424.37171549,16.932784875544204,4.14171187319775,,,,,303130.4092218357,15820.309678365871,,,,,2.98,0.53,1.02,0.06,,,,
544,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,190,192.0,80.71740933029696,,10.882712074410861,0.01085611222337472,0.19172631491244552,0.9957008030791132,,n.f.,0.03,n.f.,,,,,,0.23,0.09,0.1,0.08,,,n.f.,,,n.f.,412242136.44567126,84180263.25199282,14.188148022774927,2.897234246632713,,,,,231219.9106838089,9978.964566353858,,,,,0.54,0.43,0.76,0.22,,,,
545,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,215,216.0,1.191222091483451,,2.825702077504544,0.5859241639451295,0.5168267627009455,1.9691565583959765,,n.f.,0.09,n.f.,,,,,,0.63,0.12,0.06,0.03,0.01,0.0,a,,,n.f.,504241659.2299693,122849952.29861815,17.354497922235776,4.228129911298726,,,,,163734.67359427616,10974.648392264997,,,,,1.0,0.12,0.58,0.12,,,,
546,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,245,248.0,1.5000592924636007,,0.03224384226779435,0.015430387945602324,2.5906607461016637,2.5545261902634864,1.01,d,0.41,n.f.,,,,,,0.72,0.18,0.03,0.05,0.99,0.03,n.f.,,,n.f.,393982689.1755053,222684449.3687916,13.559712164866676,7.664136318658263,,,,,199136.76518222774,17590.414257763452,,,,,4.07,2.76,15.51,0.9,,,,
547,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,350,351.0,,,0.023329193169088398,0.0,6.47371401680267,2.871233519998976,10.34,n.f.,2.31,n.f.,,,,,,1.23,0.08,0.74,0.07,0.1,0.1,n.f.,,,n.f.,360975226.80251276,147882699.72813892,12.865846034229056,5.270821664638173,,,,,195817.81909585735,7246.365621908844,,,,,0.03,0.03,0.65,0.05,,,,
548,2006,2006-05-20 14:46:00,2006-05-20 10:46:00,5,20,,b'2006-05-20',2006.3852,-64.768,10.668,122,2,B,2,CAR-122-B,93HG_122-B,Cast 2:  20 May 2006; 1046 in water; 1127 on deck,nan,450,450.0,,,0.014400747324810175,0.0,11.249062619772944,3.0812463764747986,24.61,d,4.6,n.f.,,,,,,1.0,0.39,0.89,0.44,0.02,0.0,a,,,n.f.,241586533.11296582,133931828.21316944,8.610605127966531,4.7735859774559435,,,,,225688.33387319147,9403.680578049643,,,,,0.01,0.01,0.87,0.11,,,,
549,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,240,240.0,1.2567044892306296,,3.880715273570592,0.0121931487277264,1.7516855676382568,1.5602779570746532,,n.f.,0.03,n.f.,,,,,,0.14,0.05,0.03,0.0,0.01,0.01,a,,,n.f.,174658004.16552684,62564061.19362154,6.011208941009152,2.153268874391338,,,,,120134.41334384,6017.8442239830965,,,,,0.08,0.01,0.67,0.04,,,,
550,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,255,255.0,0.3918513942457417,,1.076109909729085,0.02092316476006959,0.6309446043172959,1.7614118412555833,,n.f.,0.09,n.f.,,,,,,0.13,0.01,0.03,0.01,,,n.f.,,,n.f.,230704975.65147948,88632420.02429721,8.222765651689416,3.1590286119484765,,,,,124583.83606027855,7352.671038914654,,,,,0.18,0.01,0.62,0.12,,,,
551,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,270,270.0,,,0.013845292367346706,0.0,1.5629709013338993,2.8378402334406365,0.21,a,0.38,n.f.,,,,,,0.16,0.02,0.04,0.01,0.5,0.04,n.f.,,,n.f.,265897260.0728916,80029861.61017424,9.477085835845427,2.852417011377006,,,,,244718.2494041185,10356.031372510652,,,,,0.32,0.09,10.86,0.33,,,,
552,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,280,282.0,,,0.00897923637563166,0.0,2.682929826942749,2.7123542994214858,2.85,n.f.,0.65,n.f.,,,,,,0.72,0.04,0.14,0.01,0.2,0.1,n.f.,,,n.f.,142072555.62718228,57480731.22163981,5.063737039740938,2.04872296745482,,,,,288100.1208893941,15572.979507534817,,,,,0.43,0.06,7.39,0.64,,,,
553,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,305,308.0,,,0.045516560198924916,0.0,3.594634369323317,2.7063610684050605,5.35,n.f.,1.05,n.f.,,,,,,0.31,0.16,0.08,0.05,0.1,0.01,n.f.,,,n.f.,177264840.04859442,66083289.63576277,6.318057223896951,2.3553345680262905,,,,,264740.65162809193,11902.205766473036,,,,,0.25,0.02,4.35,4.87,,,,
554,2006,2006-05-20 20:08:00,2006-05-20 16:08:00,5,20,,b'2006-05-20',2006.3852,-65.538,10.716,122,2,D,1,CAR-122-D,93HG_122-D,Cast 1: 20 May 2006; 1608 in water; 1650 on deck,nan,400,400.0,,,0.0540399094033622,0.0,7.966228141740812,2.9694185435683136,15.1,n.f.,2.53,n.f.,,,,,,1.81,1.11,1.3,1.11,,,n.f.,,,n.f.,136858883.86104715,26589726.00728916,4.8779118272733815,0.9477085835845424,,,,,283650.69817295554,12792.090309760742,,,,,0.04,0.01,1.02,0.16,,,,
555,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,40,40.0,187.31017316577118,,0.4789020634144853,0.17856764107011455,0.18242254538561584,0.03717296805885713,,n.f.,0.02,n.f.,,,,,,0.13,0.01,0.02,0.0,,,n.f.,,,n.f.,492691981.8997697,63085428.37023506,16.074784821373342,2.0582528713081207,,,,,395998.6217630282,14571.859396336149,,,,,3.03,0.42,1.41,0.36,,,,
556,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,180,181.0,25.264214395607173,,9.838259231783043,0.00990980821821671,0.03431226497135875,1.5187300985071197,,n.f.,0.02,n.f.,,,,,,0.21,0.08,0.02,0.01,,,n.f.,,,n.f.,265897260.0728916,48226463.83674994,9.151392716163187,1.6598114240099902,,,,,152392.7280380193,10011.201111986667,,,,,0.33,0.04,1.0,0.29,,,,
557,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,225,225.0,,,2.7403208919449624,0.01351198066440724,0.07270497359534511,1.3114376509282344,0.26,a,0.02,n.f.,,,,,,0.1,0.02,0.01,0.01,0.02,0.02,a,,,n.f.,139465719.74411473,47705096.66013643,4.7999951991640275,1.6418675167233958,,,,,144606.2382842519,10055.695339151052,,,,,0.23,0.04,0.86,0.1,,,,
558,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,335,335.0,,,0.02871334408226697,0.0,4.5771653219652135,2.781182892569182,8.41,n.f.,1.37,n.f.,,,,,,0.95,0.69,0.67,0.78,0.03,0.0,a,,,n.f.,190299019.46393225,45358944.36537562,6.782620255065845,1.6166793484677493,,,,,255841.8061952148,10166.930907062017,,,,,0.07,0.01,0.92,0.19,,,,
559,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,365,365.0,,,0.039813713067395035,0.0,7.259438403060483,2.9261337192142487,13.31,c,2.38,n.f.,,,,,,1.11,1.13,1.28,1.7,0.02,0.01,a,,,n.f.,149893063.27638495,51485008.6905844,5.3424748584422765,1.8350239731171292,,,,,245830.60508322818,10378.278486092844,,,,,0.05,0.0,0.56,0.04,,,,
560,2006,2006-05-20 23:40:00,2006-05-20 19:40:00,5,20,,b'2006-05-20',2006.3852,-65.536,10.716,122,2,D,2,CAR-122-D,93HG_122-D,Cast 2:  20 May 2006; 1940  in water; 2022 on deck,nan,500,501.0,,,0.03777972597471321,0.004252372045073631,9.745469746670816,3.0372335440384925,18.86,n.f.,2.8,n.f.,,,,,,,,,,0.02,0.0,a,,,n.f.,130341794.15337823,24764940.889141865,6.267656521728023,1.1908547391283246,,,,,261403.584590763,8609.632956308535,,,,,0.05,0.01,0.46,0.05,,,,
561,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,235,235.0,22.353915323786946,,6.4404612856345285,0.013409424996997698,0.3007685088705545,1.727989791923409,0.0,a,0.01,a,,,,,,0.11,0.08,0.02,0.01,0.01,0.02,a,,,n.f.,134533762.66957512,64135492.03127161,4.630251907954489,2.207352849223131,,,,,61347.30185905053,4438.384339044943,,,,,0.03,0.01,0.57,0.38,,,,
562,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,245,246.0,1.3192828071574718,,3.040155584716293,0.024041216780975497,0.0064491497070274795,1.9931186094366105,0.04,a,0.01,a,,,,,,0.11,0.01,0.01,0.0,0.01,0.01,a,,,n.f.,154249917.54356462,70978157.54636206,5.308823308258164,2.4428570410932307,,,,,94693.27843773896,4717.235711131536,,,,,0.06,0.02,3.09,1.73,,,,
563,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,255,256.0,2.7941284220554232,,2.3872158276256696,0.014733453883922219,0.009370953771485556,2.013783509471352,0.25,a,0.01,a,,,,,,0.09,0.05,0.01,0.01,0.02,0.01,a,,,n.f.,258629560.99409705,108554829.18855377,9.21805116967418,3.8691012981233337,,,,,161501.4196668186,4984.468276047855,,,,,0.09,0.02,1.28,0.62,,,,
564,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,265,265.0,1.068129830931478,,0.0,0.0,1.3009582248002534,2.2171927188360065,1.17,n.f.,0.3,n.f.,,,,,,0.19,0.08,0.04,0.02,0.42,0.0,n.f.,,,n.f.,218037477.43000108,60656170.58292052,7.771271838110968,2.161901686878743,,,,,213786.05193305487,7633.556310870491,,,,,0.89,0.17,1.51,0.05,,,,
565,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,275,275.0,,,0.0,0.009371119965727221,2.4181087162243577,2.538040194106665,2.56,c,0.53,n.f.,,,,,,0.2,0.05,0.07,0.03,0.56,0.02,n.f.,,,n.f.,180924715.31425625,72485863.50731419,6.4485021635388895,2.5835345206485933,,,,,216109.8133671098,5704.834320604888,,,,,0.85,0.18,2.38,0.94,,,,
566,2006,2006-11-11 01:11:00,2006-11-10 21:11:00,11,10,,b'2006-11-10',2006.8579,-64.616,10.5,128,3,CAR,2,CAR-128-A,93HG_128-A,Cast 2:  10 Nov 2006; 2111 in water; 2151 on deck,nan,285,288.0,,,0.0,0.0029050717265131764,3.3984874859208904,2.735909361836496,5.24,n.f.,0.85,n.f.,,,,,,0.37,0.04,0.16,0.01,0.47,0.19,n.f.,,,n.f.,235434084.6717565,52653731.25171303,8.391320123066631,1.8766794757991383,,,,,238185.54699063173,9492.565458114444,,,,,0.02,0.0,0.84,0.16,,,,
567,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,45,45.0,176.1473092626196,,1.7175786100607942,0.06485198816894243,0.1620291487327148,0.14540876596445965,,n.f.,0.02,n.f.,,,,,,0.13,0.05,0.02,0.01,,,n.f.,,,n.f.,215717929.79776707,58336622.95068647,7.038107846286522,1.9033162616570538,,,,,221919.2169522471,9109.14482149538,,,,,0.85,0.05,6.12,1.61,,,,
568,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,100,100.0,145.0357559444235,,5.753888668301662,0.0291845341422105,0.06442793356566877,0.3567367350381683,,n.f.,0.02,n.f.,,,,,,0.09,0.05,0.02,0.01,0.0,0.0,a,,,n.f.,194842001.10766053,57640758.66101625,6.357000635355568,1.8806126879593557,,,,,238185.54699063173,11560.713134423348,,,,,0.07,0.02,1.14,0.23,,,,
569,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,150,151.0,118.78905976527291,,10.309551640768888,0.007509786420356455,0.1948463846265185,0.6962194043162305,,n.f.,0.01,a,,,,,,,,,,,,n.f.,,,n.f.,172806298.60143703,34561259.720287405,5.947478743838094,1.1894957487676188,,,,,114212.87448380051,4531.334796407141,,,,,0.06,0.01,0.97,0.15,,,,
570,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,190,190.0,65.92078493700848,,11.368368992356539,0.010289160787600905,0.29426290590115634,1.2487697681114638,,n.f.,0.01,a,,,,,,0.2,0.05,0.03,0.01,,,n.f.,,,n.f.,264428430.07468212,62859740.83354288,9.100839957013994,2.1634452880270114,,,,,66691.95315737688,3566.973801274339,,,,,0.05,0.01,0.68,0.05,,,,
571,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,205,206.0,55.837833326480045,,10.706166798505905,0.0038634445853587725,0.15672738640244588,1.3025524674065097,0.29,a,0.01,a,,,,,,0.01,0.01,0.01,0.01,,,n.f.,,,n.f.,180924715.31425625,44419337.157282144,6.226890496904312,1.5287814489194562,,,,,57164.53127775161,3346.21646503912,,,,,0.05,0.01,0.52,0.2,,,,
572,2006,2006-11-11 05:52:00,2006-11-11 01:52:00,11,11,,b'2006-11-11',2006.8607,-64.668,10.499,128,3,CAR,3,CAR-128-A,93HG_128-A,Cast 3:  11 Nov 2006; 0152 in water; 0225 on deck,nan,220,220.0,28.91536618439509,,8.17711025440799,0.0074510779768385904,0.0,1.5968312651864038,0.0,a,0.01,a,,,,,,0.1,0.04,0.02,0.01,0.0,0.0,a,,,n.f.,211078834.53329897,81880031.4178621,7.2647055797216975,2.8180671094964387,,,,,61347.30185905053,3055.746285782252,,,,,0.05,0.01,,,,,,
573,2006,2006-11-11 09:28:00,2006-11-11 05:28:00,11,11,,b'2006-11-11',2006.8607,-64.67,10.498,128,3,CAR,4,CAR-128-A,93HG_128-A,Cast 4:  11 Nov 2006; 0528 in water; 0635 on deck,nan,295,295.0,,,0.012522278621372632,0.0,3.3215644720613726,2.717761447188312,5.19,n.f.,0.78,n.f.,,,,,,0.31,0.06,0.12,0.04,0.34,0.01,n.f.,,,n.f.,204120191.6365968,49406364.56658536,7.275233210146438,1.7609371292740812,,,,,190548.4375925054,4926.374240196482,,,,,0.46,0.12,1.33,0.41,,,,
